qa_id,call_id,master_agent_id,review_date,qa_score,compliance_score,empathy_score,documentation_score,qa_pass_flag
Q00004187,C00022198,A021,2025-04-09,80.1,83.5,80.2,90.8,1
Q00004188,C00038541,A036,2025-01-15,89.4,92.2,86.5,93.2,1
Q00004189,C00077513,A072,2025-01-23,75.6,77.3,75.0,68.9,0
Q00004190,C00026467,A025,2025-03-10,99.2,95.0,94.0,96.7,1
Q00004191,C00027023,A026,2025-01-20,89.8,96.2,100.0,83.8,1
Q00004192,C00077681,A072,2025-02-07,91.4,97.2,93.4,87.1,1
Q00004193,C00040842,A038,2025-01-21,84.4,86.7,84.7,88.0,1
Q00004194,C00057906,A054,2025-02-08,87.7,86.6,77.6,87.2,1
Q00004195,C00007927,A008,2025-02-02,91.0,95.4,90.5,82.1,1
Q00004196,C00033864,A032,2025-01-10,95.6,100.0,93.3,96.1,1
Q00004197,C00075550,A070,2025-02-28,91.3,90.9,90.8,84.3,1
Q00004198,C00027859,A026,2025-03-19,83.4,88.6,83.9,79.6,1
Q00004199,C00015481,A015,2025-03-30,100.0,100.0,100.0,100.0,1
Q00004200,C00075825,A070,2025-03-20,82.1,87.1,74.0,91.2,1
Q00004201,C00032424,A031,2025-01-05,99.1,99.8,100.0,88.8,1
Q00004202,C00001984,A003,2025-01-09,83.9,83.9,83.4,67.3,1
Q00004203,C00051359,A048,2025-02-02,81.1,81.8,90.7,69.7,1
Q00004204,C00012971,A013,2025-01-13,80.9,79.2,73.3,87.6,1
Q00004205,C00074902,A070,2025-01-15,89.1,95.2,83.8,83.5,1
Q00004206,C00042456,A039,2025-02-09,84.1,86.9,90.2,83.1,1
Q00004207,C00034407,A032,2025-02-17,83.2,78.5,94.3,83.0,1
Q00004208,C00052482,A049,2025-02-07,93.4,92.4,89.8,96.1,1
Q00004209,C00069720,A065,2025-02-08,91.4,100.0,86.4,96.6,1
Q00004210,C00022689,A022,2025-02-05,79.9,65.4,85.1,80.1,0
Q00004211,C00048797,A045,2025-02-28,75.2,71.4,76.4,81.7,0
Q00004212,C00074304,A069,2025-02-17,90.0,95.2,88.3,89.2,1
Q00004213,C00034250,A032,2025-02-11,80.4,82.4,87.2,85.0,1
Q00004214,C00079234,A073,2025-02-28,92.1,100.0,96.6,92.9,1
Q00004215,C00040421,A037,2025-03-29,85.7,85.5,76.4,59.4,1
Q00004216,C00070250,A065,2025-03-28,84.0,86.2,86.0,87.6,1
Q00004217,C00061657,A058,2025-01-23,89.5,90.9,74.3,93.5,1
Q00004218,C00070234,A065,2025-03-23,83.5,89.0,87.6,85.5,1
Q00004219,C00078323,A072,2025-03-25,84.8,89.8,86.8,91.2,1
Q00004220,C00005014,A005,2025-03-18,88.3,88.1,85.9,89.7,1
Q00004221,C00029754,A028,2025-01-26,100.0,100.0,97.5,100.0,1
Q00004222,C00064327,A060,2025-02-16,80.0,79.6,82.6,75.7,0
Q00004223,C00011202,A011,2025-01-31,84.8,84.5,78.6,86.6,1
Q00004224,C00073793,A069,2025-01-10,72.3,68.9,71.6,74.9,0
Q00004225,C00060933,A057,2025-02-15,100.0,96.8,100.0,92.9,1
Q00004226,C00009102,A009,2025-02-01,83.5,87.0,81.9,90.4,1
Q00004227,C00057316,A053,2025-03-12,77.8,74.1,73.2,70.6,0
Q00004228,C00031165,A029,2025-03-07,93.0,85.0,99.8,94.6,1
Q00004229,C00036998,A034,2025-03-21,94.9,92.8,95.7,92.7,1
Q00004230,C00023674,A023,2025-01-12,87.1,83.7,83.3,85.0,1
Q00004231,C00053752,A050,2025-02-06,90.3,94.2,94.6,92.9,1
Q00004232,C00073399,A068,2025-03-12,88.6,96.2,92.3,86.3,1
Q00004233,C00021333,A021,2025-02-10,95.8,97.0,94.7,100.0,1
Q00004234,C00026378,A025,2025-03-01,80.3,77.1,83.5,75.2,1
Q00004235,C00029810,A028,2025-01-29,75.1,76.7,76.8,81.4,0
Q00004236,C00072515,A068,2025-01-08,85.1,91.5,83.9,82.7,1
Q00004237,C00003959,A004,2025-03-19,100.0,100.0,96.0,100.0,1
Q00004238,C00007657,A008,2025-01-19,100.0,100.0,100.0,100.0,1
Q00004239,C00020278,A020,2025-02-21,88.1,87.9,81.8,85.4,1
Q00004240,C00044383,A041,2025-01-24,81.7,78.6,79.6,82.7,1
Q00004241,C00071611,A067,2025-01-07,82.0,78.6,81.0,88.6,1
Q00004242,C00006485,A007,2025-01-28,85.2,76.1,86.6,86.3,1
Q00004243,C00071542,A066,2025-03-30,72.7,66.0,74.5,83.5,0
Q00004244,C00037811,A035,2025-02-22,86.5,87.9,84.7,85.0,1
Q00004245,C00052632,A049,2025-02-20,86.2,89.5,78.3,86.1,1
Q00004246,C00081183,A075,2025-01-16,95.4,87.8,90.8,81.8,1
Q00004247,C00075009,A070,2025-01-29,84.0,85.5,92.3,97.4,1
Q00004248,C00066278,A062,2025-02-15,90.6,91.7,79.3,85.9,1
Q00004249,C00019275,A019,2025-02-16,85.9,74.4,87.3,83.2,0
Q00004250,C00002547,A003,2025-02-22,97.9,94.9,100.0,87.7,1
Q00004251,C00030423,A028,2025-03-26,95.1,98.0,100.0,79.6,1
Q00004252,C00024930,A024,2025-01-10,94.1,95.9,91.9,89.2,1
Q00004253,C00000526,A001,2025-02-26,99.5,100.0,98.2,95.3,1
Q00004254,C00029588,A028,2025-01-21,79.9,77.9,81.2,80.7,0
Q00004255,C00070613,A066,2025-01-26,88.6,88.1,93.8,99.7,1
Q00004256,C00071536,A066,2025-04-02,86.9,76.3,86.6,83.4,1
Q00004257,C00046018,A042,2025-04-01,93.0,97.9,91.6,78.0,1
Q00004258,C00057503,A053,2025-03-22,82.9,84.2,88.4,91.9,1
Q00004259,C00026779,A025,2025-04-07,73.2,71.7,67.1,64.7,0
Q00004260,C00006805,A007,2025-02-21,81.5,85.4,88.1,80.7,1
Q00004261,C00021612,A021,2025-02-26,81.3,85.7,79.8,73.6,1
Q00004262,C00018545,A018,2025-03-18,82.8,75.6,69.3,86.1,1
Q00004263,C00052427,A049,2025-02-08,92.1,92.2,81.3,100.0,1
Q00004264,C00023356,A022,2025-03-24,90.0,81.5,92.3,86.5,1
Q00004265,C00031341,A029,2025-03-19,86.1,95.0,85.8,98.5,1
Q00004266,C00012830,A012,2025-03-30,90.9,86.9,83.8,90.1,1
Q00004267,C00078529,A073,2025-01-07,82.6,77.8,75.9,73.7,1
Q00004268,C00013283,A013,2025-02-16,91.4,86.9,92.0,95.6,1
Q00004269,C00081208,A075,2025-01-18,100.0,100.0,100.0,100.0,1
Q00004270,C00076815,A071,2025-03-03,86.6,85.4,82.9,100.0,1
Q00004271,C00037005,A034,2025-03-26,86.1,85.5,83.1,78.1,1
Q00004272,C00069385,A064,2025-04-04,97.0,97.7,93.8,100.0,1
Q00004273,C00068362,A064,2025-01-20,93.6,97.7,92.5,100.0,1
Q00004274,C00015726,A016,2025-01-24,93.1,85.6,88.6,81.4,1
Q00004275,C00077877,A072,2025-02-25,73.9,72.5,84.1,78.5,0
Q00004276,C00006730,A007,2025-02-08,75.0,85.5,88.6,83.9,0
Q00004277,C00052279,A049,2025-01-26,96.0,100.0,81.2,79.3,1
Q00004278,C00023167,A022,2025-03-09,92.1,94.4,86.0,97.6,1
Q00004279,C00077758,A072,2025-02-12,87.9,91.2,90.2,92.9,1
Q00004280,C00022362,A022,2025-01-15,90.8,86.1,97.7,97.6,1
Q00004281,C00066353,A062,2025-02-21,96.2,92.3,100.0,77.6,1
Q00004282,C00044995,A041,2025-03-28,99.0,96.5,99.2,100.0,1
Q00004283,C00035189,A033,2025-01-17,88.7,81.1,92.5,82.2,1
Q00004284,C00060980,A057,2025-02-21,82.6,81.8,73.4,73.3,1
Q00004285,C00042619,A039,2025-02-19,82.4,78.0,71.8,68.0,1
Q00004286,C00062891,A059,2025-01-24,80.3,70.3,79.3,81.4,0
Q00004287,C00078523,A073,2025-01-09,94.1,95.2,88.3,94.4,1
Q00004288,C00067214,A063,2025-01-31,89.0,83.1,95.1,89.2,1
Q00004289,C00024484,A023,2025-03-12,89.4,87.6,98.0,94.0,1
Q00004290,C00066338,A062,2025-02-23,92.8,96.0,90.2,95.6,1
Q00004291,C00028910,A027,2025-03-05,88.5,90.2,92.5,99.1,1
Q00004292,C00035046,A032,2025-04-09,98.7,97.3,100.0,98.9,1
Q00004293,C00007247,A007,2025-03-25,92.8,98.4,89.2,89.4,1
Q00004294,C00054941,A051,2025-02-08,78.5,84.7,76.3,93.2,0
Q00004295,C00003648,A004,2025-02-12,83.4,89.2,89.8,83.5,1
Q00004296,C00030591,A028,2025-04-06,73.4,76.5,65.4,79.5,0
Q00004297,C00061871,A058,2025-02-10,92.4,94.5,86.6,100.0,1
Q00004298,C00043576,A040,2025-02-01,84.5,80.6,84.7,70.4,1
Q00004299,C00014043,A014,2025-02-04,91.5,91.5,87.4,83.0,1
Q00004300,C00073606,A068,2025-03-24,84.8,88.0,83.2,84.5,1
Q00004301,C00050958,A047,2025-03-29,83.0,84.3,64.4,81.7,1
Q00004302,C00080344,A074,2025-02-17,91.8,80.0,100.0,93.8,1
Q00004303,C00039076,A036,2025-02-26,85.5,84.4,86.8,78.9,1
Q00004304,C00004231,A005,2025-01-14,71.1,74.1,65.6,68.2,0
Q00004305,C00022925,A022,2025-02-21,89.3,88.6,86.0,87.3,1
Q00004306,C00009591,A009,2025-04-02,83.5,88.1,88.9,89.6,1
Q00004307,C00067449,A063,2025-02-20,96.1,95.6,97.9,90.0,1
Q00004308,C00074907,A070,2025-01-18,87.6,92.0,82.5,87.3,1
Q00004309,C00049284,A046,2025-01-11,76.1,77.8,68.9,88.2,0
Q00004310,C00070630,A066,2025-01-24,85.0,88.9,71.6,70.9,1
Q00004311,C00040554,A037,2025-03-31,97.5,94.9,100.0,88.1,1
Q00004312,C00004087,A004,2025-03-28,100.0,100.0,100.0,99.5,1
Q00004313,C00036572,A034,2025-02-23,92.6,94.1,88.4,96.4,1
Q00004314,C00022520,A022,2025-01-27,91.2,94.2,96.4,88.5,1
Q00004315,C00012734,A012,2025-03-23,96.7,100.0,89.0,96.8,1
Q00004316,C00006849,A007,2025-02-22,90.5,85.6,99.9,86.9,1
Q00004317,C00007143,A007,2025-03-12,89.7,83.4,91.4,100.0,1
Q00004318,C00052903,A049,2025-03-11,78.7,66.8,72.1,85.0,0
Q00004319,C00062634,A058,2025-03-28,86.4,81.1,82.4,86.1,1
Q00004320,C00012072,A012,2025-01-18,82.9,84.6,87.9,84.7,1
Q00004321,C00043608,A040,2025-01-31,85.8,81.3,69.2,90.5,1
Q00004322,C00055758,A052,2025-01-22,96.8,97.8,100.0,90.3,1
Q00004323,C00007325,A007,2025-03-22,88.2,91.4,90.4,88.3,1
Q00004324,C00060600,A057,2025-01-14,95.0,92.0,85.6,92.8,1
Q00004325,C00039800,A037,2025-01-24,85.1,76.5,88.5,84.4,1
Q00004326,C00013913,A014,2025-01-17,94.9,98.7,98.7,95.8,1
Q00004327,C00011758,A011,2025-03-18,82.3,77.9,82.9,80.8,1
Q00004328,C00032879,A031,2025-02-03,85.3,76.6,75.9,88.7,1
Q00004329,C00011855,A011,2025-03-27,87.9,87.3,91.5,78.7,1
Q00004330,C00081520,A075,2025-02-05,79.9,84.8,86.2,77.0,0
Q00004331,C00072747,A068,2025-01-24,80.7,64.2,79.9,94.3,0
Q00004332,C00007032,A007,2025-03-09,100.0,89.5,100.0,100.0,1
Q00004333,C00058107,A054,2025-02-18,84.1,84.1,83.6,85.1,1
Q00004334,C00061455,A058,2025-01-04,80.4,77.2,78.8,73.4,1
Q00004335,C00025489,A024,2025-03-06,82.0,78.5,89.5,98.5,1
Q00004336,C00018534,A018,2025-03-09,82.2,86.7,87.5,75.7,1
Q00004337,C00024166,A023,2025-02-14,95.4,97.0,96.1,98.9,1
Q00004338,C00061653,A058,2025-01-20,89.5,88.3,88.0,86.7,1
Q00004339,C00062405,A058,2025-03-19,76.6,85.4,81.7,76.6,0
Q00004340,C00051434,A048,2025-02-07,92.0,90.5,79.3,89.2,1
Q00004341,C00045991,A042,2025-03-28,90.9,87.1,97.5,96.4,1
Q00004342,C00030995,A029,2025-02-16,91.8,88.2,83.0,90.5,1
Q00004343,C00075228,A070,2025-02-06,85.4,73.2,91.8,82.2,0
Q00004344,C00076300,A071,2025-01-25,79.5,88.0,79.8,79.7,0
Q00004345,C00020504,A020,2025-03-10,82.0,78.7,81.3,76.7,1
Q00004346,C00065126,A061,2025-01-26,90.1,85.5,91.9,85.8,1
Q00004347,C00061059,A057,2025-03-03,92.3,86.0,94.0,92.5,1
Q00004348,C00053205,A049,2025-04-05,81.1,70.9,79.5,85.9,0
Q00004349,C00048278,A045,2025-01-07,89.1,92.5,94.9,81.7,1
Q00004350,C00014453,A014,2025-03-18,97.5,100.0,96.6,99.5,1
Q00004351,C00059510,A055,2025-03-29,90.6,94.8,89.1,90.5,1
Q00004352,C00061764,A058,2025-02-03,91.4,92.0,89.6,89.3,1
Q00004353,C00033410,A031,2025-03-13,89.1,91.2,87.4,76.7,1
Q00004354,C00051590,A048,2025-03-05,82.4,87.4,86.0,91.0,1
Q00004355,C00038944,A036,2025-02-20,89.9,83.0,94.2,96.5,1
Q00004356,C00041753,A038,2025-03-24,80.5,81.5,80.3,79.9,1
Q00004357,C00062459,A058,2025-03-25,90.5,84.7,85.3,100.0,1
Q00004358,C00059363,A055,2025-03-18,89.6,88.1,93.4,78.9,1
Q00004359,C00055700,A052,2025-01-16,91.2,98.9,94.3,85.1,1
Q00004360,C00015466,A015,2025-03-28,94.7,100.0,97.8,89.8,1
Q00004361,C00022578,A022,2025-01-25,93.6,90.9,95.6,86.1,1
Q00004362,C00005112,A005,2025-04-02,85.0,95.0,88.1,86.1,1
Q00004363,C00048155,A044,2025-03-29,88.5,85.6,81.3,90.5,1
Q00004364,C00070507,A066,2025-01-22,75.5,71.0,88.0,76.9,0
Q00004365,C00039054,A036,2025-02-23,85.2,85.6,91.8,89.3,1
Q00004366,C00015398,A015,2025-03-26,91.7,89.0,90.9,86.7,1
Q00004367,C00028828,A027,2025-02-26,75.8,72.8,76.1,87.4,0
Q00004368,C00064785,A060,2025-03-30,87.1,91.1,90.9,89.2,1
Q00004369,C00017096,A017,2025-02-05,75.1,73.5,75.2,78.5,0
Q00004370,C00043384,A040,2025-01-12,86.2,79.6,73.7,92.5,1
Q00004371,C00007859,A008,2025-01-29,97.3,100.0,100.0,100.0,1
Q00004372,C00014812,A015,2025-01-22,82.2,90.1,82.9,100.0,1
Q00004373,C00051778,A048,2025-03-20,93.9,98.1,87.9,93.4,1
Q00004374,C00014150,A014,2025-02-16,79.1,89.9,79.8,84.4,0
Q00004375,C00053681,A050,2025-02-04,96.7,94.9,86.3,84.5,1
Q00004376,C00025811,A025,2025-01-08,91.6,98.8,91.5,80.9,1
Q00004377,C00016373,A016,2025-03-05,81.1,84.9,92.1,87.1,1
Q00004378,C00069608,A065,2025-01-22,73.4,71.8,72.3,84.9,0
Q00004379,C00042207,A039,2025-01-28,81.1,78.4,78.8,83.3,1
Q00004380,C00044266,A041,2025-01-14,87.4,90.9,100.0,84.6,1
Q00004381,C00024680,A023,2025-03-25,84.4,91.1,96.7,79.4,1
Q00004382,C00036804,A034,2025-03-09,97.2,90.7,94.4,100.0,1
Q00004383,C00056015,A052,2025-02-09,79.2,85.7,80.3,83.7,0
Q00004384,C00043990,A040,2025-03-12,98.3,96.2,98.6,100.0,1
Q00004385,C00060160,A056,2025-03-07,83.6,81.2,83.3,80.9,1
Q00004386,C00049074,A045,2025-03-26,91.0,88.1,78.1,85.3,1
Q00004387,C00068230,A064,2025-01-19,91.4,82.9,96.3,100.0,1
Q00004388,C00078268,A072,2025-03-22,90.0,97.5,84.0,99.0,1
Q00004389,C00016003,A016,2025-02-10,90.9,85.5,84.1,96.5,1
Q00004390,C00023140,A022,2025-03-07,78.8,79.1,88.3,74.3,0
Q00004391,C00048768,A045,2025-02-25,77.9,75.4,75.5,78.7,0
Q00004392,C00045598,A042,2025-02-20,89.5,92.6,90.3,81.0,1
Q00004393,C00079409,A073,2025-03-19,92.6,94.7,93.8,100.0,1
Q00004394,C00047244,A043,2025-03-27,90.4,98.4,95.4,93.1,1
Q00004395,C00014019,A014,2025-02-04,87.0,85.9,85.8,98.5,1
Q00004396,C00016987,A017,2025-01-24,83.3,84.9,86.8,83.5,1
Q00004397,C00074168,A069,2025-02-06,87.2,95.8,88.1,90.0,1
Q00004398,C00021642,A021,2025-03-02,80.5,77.3,79.7,77.0,1
Q00004399,C00076682,A071,2025-02-21,81.3,90.9,82.4,91.3,1
Q00004400,C00025046,A024,2025-01-26,82.2,81.2,92.8,92.0,1
Q00004401,C00046250,A043,2025-01-15,87.6,80.4,85.4,87.8,1
Q00004402,C00026761,A025,2025-04-05,89.9,91.4,87.0,86.3,1
Q00004403,C00051406,A048,2025-02-11,81.8,84.7,86.4,78.1,1
Q00004404,C00007581,A008,2025-01-11,81.3,84.5,71.3,85.1,1
Q00004405,C00058794,A055,2025-01-24,87.7,86.6,97.2,98.6,1
Q00004406,C00040840,A038,2025-01-17,84.1,85.3,84.7,95.5,1
Q00004407,C00027105,A026,2025-01-25,81.7,79.7,89.9,86.8,1
Q00004408,C00054884,A051,2025-01-25,90.9,83.9,94.0,82.4,1
Q00004409,C00038954,A036,2025-02-17,79.5,84.3,75.7,85.1,0
Q00004410,C00064603,A060,2025-03-15,91.5,89.1,93.3,79.9,1
Q00004411,C00028657,A027,2025-02-17,89.6,92.5,83.8,78.4,1
Q00004412,C00063704,A060,2025-01-08,81.4,84.5,80.9,82.9,1
Q00004413,C00001254,A002,2025-01-23,80.4,78.1,80.1,74.2,1
Q00004414,C00002084,A003,2025-01-10,83.7,79.0,82.8,68.8,1
Q00004415,C00082142,A075,2025-03-27,85.3,87.0,85.4,78.5,1
Q00004416,C00035493,A033,2025-02-19,90.4,88.4,94.3,96.6,1
Q00004417,C00016387,A016,2025-03-01,84.4,92.7,81.1,89.3,1
Q00004418,C00035214,A033,2025-01-21,77.4,73.7,75.4,63.5,0
Q00004419,C00026269,A025,2025-02-19,100.0,93.8,97.1,92.2,1
Q00004420,C00030235,A028,2025-03-09,96.7,98.1,100.0,95.4,1
Q00004421,C00049442,A046,2025-02-07,92.2,93.0,100.0,90.7,1
Q00004422,C00019914,A020,2025-01-19,77.6,94.3,78.4,74.9,0
Q00004423,C00064114,A060,2025-02-07,86.3,76.3,89.8,76.1,1
Q00004424,C00026900,A026,2025-01-14,87.8,86.3,83.4,79.3,1
Q00004425,C00014712,A015,2025-01-14,81.9,83.7,82.3,84.4,1
Q00004426,C00065835,A062,2025-01-09,86.4,85.1,78.4,80.0,1
Q00004427,C00031466,A029,2025-04-04,97.0,96.8,100.0,94.7,1
Q00004428,C00012703,A012,2025-03-26,95.4,86.8,100.0,83.3,1
Q00004429,C00003293,A004,2025-01-14,93.5,92.5,84.7,93.6,1
Q00004430,C00007097,A007,2025-03-12,84.8,87.6,92.3,85.1,1
Q00004431,C00042330,A039,2025-02-05,97.2,93.7,92.3,91.0,1
Q00004432,C00048561,A045,2025-02-03,76.8,75.2,73.0,89.6,0
Q00004433,C00033157,A031,2025-02-22,77.9,80.9,65.9,79.4,0
Q00004434,C00077023,A071,2025-03-24,87.8,81.4,86.2,89.1,1
Q00004435,C00009147,A009,2025-02-10,76.4,78.1,74.1,80.2,0
Q00004436,C00027843,A026,2025-03-15,99.0,94.3,91.7,93.3,1
Q00004437,C00017514,A017,2025-03-08,79.7,75.2,90.6,80.0,0
Q00004438,C00074508,A069,2025-03-08,82.7,82.0,90.4,83.7,1
Q00004439,C00019156,A019,2025-02-02,80.7,82.3,83.0,85.3,1
Q00004440,C00080049,A074,2025-01-29,86.7,92.9,82.7,83.7,1
Q00004441,C00012884,A013,2025-01-09,84.5,79.9,86.5,88.9,1
Q00004442,C00069447,A064,2025-04-06,90.6,80.3,95.0,100.0,1
Q00004443,C00023679,A023,2025-01-17,86.3,88.1,91.9,85.7,1
Q00004444,C00080414,A074,2025-02-19,85.2,83.0,92.1,86.2,1
Q00004445,C00081263,A075,2025-01-21,100.0,100.0,93.6,100.0,1
Q00004446,C00049050,A045,2025-03-21,87.2,87.8,82.0,80.8,1
Q00004447,C00015518,A015,2025-04-03,73.7,76.8,69.1,57.1,0
Q00004448,C00054865,A051,2025-02-01,83.0,80.6,75.1,84.6,1
Q00004449,C00082074,A075,2025-03-19,84.7,78.5,81.3,90.5,1
Q00004450,C00081299,A075,2025-01-24,94.3,90.4,96.0,90.2,1
Q00004451,C00065048,A061,2025-01-20,77.0,80.1,69.8,71.4,0
Q00004452,C00044428,A041,2025-02-01,95.0,91.4,98.3,94.9,1
Q00004453,C00039172,A036,2025-02-26,81.0,83.7,72.7,83.6,1
Q00004454,C00067483,A063,2025-02-21,82.6,86.8,84.5,69.5,1
Q00004455,C00019264,A019,2025-02-13,70.1,69.9,69.0,65.7,0
Q00004456,C00065057,A061,2025-01-22,82.0,82.6,89.4,70.8,1
Q00004457,C00019678,A019,2025-03-23,86.2,81.5,91.0,69.9,1
Q00004458,C00054367,A050,2025-03-21,83.6,81.3,81.4,87.6,1
Q00004459,C00009288,A009,2025-02-24,64.7,62.4,64.3,67.2,0
Q00004460,C00053623,A050,2025-02-02,79.1,82.0,68.9,75.9,0
Q00004461,C00023914,A023,2025-01-28,78.7,77.6,87.5,79.0,0
Q00004462,C00056665,A052,2025-04-01,75.3,82.2,78.6,77.4,0
Q00004463,C00007159,A007,2025-03-21,83.3,76.6,79.5,87.0,1
Q00004464,C00040724,A038,2025-01-16,91.0,93.1,90.1,78.2,1
Q00004465,C00042448,A039,2025-02-08,95.5,97.4,97.6,89.6,1
Q00004466,C00060112,A056,2025-02-24,80.9,81.3,79.6,68.9,1
Q00004467,C00018710,A018,2025-04-02,87.4,92.6,94.6,93.1,1
Q00004468,C00072979,A068,2025-02-11,70.4,62.2,68.8,63.8,0
Q00004469,C00033037,A031,2025-02-16,93.6,97.9,95.9,88.8,1
Q00004470,C00028666,A027,2025-02-17,92.7,95.4,90.5,100.0,1
Q00004471,C00020943,A021,2025-01-14,88.6,97.5,86.1,93.4,1
Q00004472,C00044347,A041,2025-01-24,77.6,76.0,75.1,75.3,0
Q00004473,C00022143,A021,2025-04-05,93.7,96.7,100.0,90.0,1
Q00004474,C00021125,A021,2025-01-29,86.2,82.0,83.9,87.2,1
Q00004475,C00020901,A021,2025-01-08,91.4,88.7,93.2,81.4,1
Q00004476,C00012075,A012,2025-01-18,86.0,87.8,87.1,82.8,1
Q00004477,C00075741,A070,2025-03-21,79.6,85.8,73.3,75.2,0
Q00004478,C00030548,A028,2025-04-04,91.5,91.2,91.7,97.9,1
Q00004479,C00054935,A051,2025-02-01,84.9,82.8,82.8,87.7,1
Q00004480,C00060571,A057,2025-01-14,96.5,94.8,93.4,100.0,1
Q00004481,C00017556,A017,2025-03-19,87.5,82.0,79.9,89.2,1
Q00004482,C00062703,A059,2025-01-09,78.2,84.2,81.3,81.7,0
Q00004483,C00003355,A004,2025-01-15,90.5,91.4,86.8,81.9,1
Q00004484,C00051183,A048,2025-01-18,81.1,74.0,77.8,82.5,0
Q00004485,C00045706,A042,2025-03-01,77.7,81.9,69.4,76.0,0
Q00004486,C00060994,A057,2025-02-20,86.4,92.1,88.8,90.2,1
Q00004487,C00027997,A026,2025-04-01,81.9,79.6,83.5,76.6,1
Q00004488,C00018767,A018,2025-04-05,97.3,100.0,100.0,100.0,1
Q00004489,C00052419,A049,2025-02-03,83.2,90.8,83.8,84.7,1
Q00004490,C00038425,A036,2025-01-03,86.3,84.6,97.7,93.5,1
Q00004491,C00043811,A040,2025-03-01,89.6,91.9,91.1,91.3,1
Q00004492,C00008271,A008,2025-02-20,73.0,76.7,73.0,68.3,0
Q00004493,C00048028,A044,2025-03-19,86.5,89.7,89.9,77.0,1
Q00004494,C00064060,A060,2025-02-04,85.0,92.9,83.3,90.6,1
Q00004495,C00047892,A044,2025-02-26,77.0,82.6,77.9,71.3,0
Q00004496,C00023205,A022,2025-03-15,93.9,92.9,82.9,82.5,1
Q00004497,C00000278,A001,2025-02-01,78.6,69.2,69.4,79.5,0
Q00004498,C00006010,A006,2025-03-23,76.2,72.6,77.5,85.0,0
Q00004499,C00015993,A016,2025-02-06,76.3,74.1,77.9,79.4,0
Q00004500,C00066857,A063,2025-01-14,82.2,82.1,75.9,92.0,1
Q00004501,C00062863,A059,2025-01-18,86.6,86.5,87.2,91.8,1
Q00004502,C00071746,A067,2025-01-26,97.2,92.2,95.2,100.0,1
Q00004503,C00027103,A026,2025-01-21,90.0,90.7,91.9,87.2,1
Q00004504,C00021116,A021,2025-01-28,85.3,91.2,93.4,87.6,1
Q00004505,C00067245,A063,2025-02-07,83.2,74.9,75.7,65.5,0
Q00004506,C00044604,A041,2025-02-17,76.2,79.9,67.7,80.7,0
Q00004507,C00029134,A027,2025-03-13,91.3,95.1,95.5,89.9,1
Q00004508,C00005548,A006,2025-02-10,80.1,90.8,74.4,93.9,1
Q00004509,C00038444,A036,2025-01-10,94.2,94.6,97.5,97.7,1
Q00004510,C00054508,A050,2025-03-27,89.4,94.1,95.5,95.3,1
Q00004511,C00005580,A006,2025-02-12,93.6,96.5,100.0,100.0,1
Q00004512,C00033191,A031,2025-02-26,88.1,91.2,84.0,76.8,1
Q00004513,C00070274,A065,2025-04-03,84.2,82.6,88.2,84.6,1
Q00004514,C00079780,A074,2025-01-13,87.0,89.4,91.1,86.4,1
Q00004515,C00038358,A035,2025-04-01,96.2,93.0,90.0,96.4,1
Q00004516,C00074417,A069,2025-03-02,73.5,72.7,75.0,59.7,0
Q00004517,C00040052,A037,2025-02-16,92.2,85.7,79.1,83.1,1
Q00004518,C00006657,A007,2025-02-09,88.3,89.3,96.2,91.1,1
Q00004519,C00052406,A049,2025-02-08,82.0,72.5,89.9,78.2,0
Q00004520,C00053861,A050,2025-02-18,86.3,86.8,87.3,87.6,1
Q00004521,C00026875,A026,2025-01-13,85.6,93.1,82.4,77.7,1
Q00004522,C00029393,A027,2025-04-01,77.9,71.1,83.2,77.8,0
Q00004523,C00012397,A012,2025-02-17,93.4,98.9,95.3,89.9,1
Q00004524,C00036887,A034,2025-03-14,91.6,90.8,90.5,88.3,1
Q00004525,C00060169,A056,2025-03-07,86.8,88.7,95.9,79.4,1
Q00004526,C00005568,A006,2025-02-14,77.7,82.8,68.7,83.6,0
Q00004527,C00006331,A007,2025-01-17,85.3,92.9,85.1,88.3,1
Q00004528,C00008296,A008,2025-02-24,91.9,89.4,100.0,83.5,1
Q00004529,C00023513,A022,2025-04-06,92.1,94.5,81.1,97.4,1
Q00004530,C00035281,A033,2025-01-24,75.9,81.6,69.7,89.2,0
Q00004531,C00058888,A055,2025-02-03,88.6,92.2,91.6,96.6,1
Q00004532,C00002287,A003,2025-01-27,68.7,68.6,70.5,77.1,0
Q00004533,C00061941,A058,2025-02-20,81.5,75.8,88.1,71.6,1
Q00004534,C00047345,A044,2025-01-12,93.3,99.0,98.6,97.3,1
Q00004535,C00031425,A029,2025-03-27,81.3,83.1,73.9,85.3,1
Q00004536,C00013981,A014,2025-01-27,73.9,75.9,73.5,91.1,0
Q00004537,C00008722,A008,2025-03-28,80.1,74.6,85.5,69.2,0
Q00004538,C00040941,A038,2025-01-27,90.2,91.6,92.1,92.2,1
Q00004539,C00053860,A050,2025-02-16,90.5,86.4,89.3,89.5,1
Q00004540,C00030511,A028,2025-03-31,78.7,74.7,76.5,78.2,0
Q00004541,C00048480,A045,2025-01-29,94.6,94.3,97.1,98.5,1
Q00004542,C00000709,A001,2025-03-14,71.2,67.9,68.8,76.2,0
Q00004543,C00046834,A043,2025-02-27,90.3,84.7,85.8,100.0,1
