activity_id,master_agent_id,activity_date,activity_start,activity_end,activity_type,activity_category,queue,case_type,productive_flag,approved_flag,source_system,duration_minutes
ACT00076077,A041,2025-03-11,2025-03-11 09:18:00,2025-03-11 09:24:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,6.0
ACT00076078,A041,2025-03-11,2025-03-11 09:24:00,2025-03-11 09:55:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,31.0
ACT00076079,A041,2025-03-11,2025-03-11 09:55:00,2025-03-11 10:10:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00076080,A041,2025-03-11,2025-03-11 10:10:00,2025-03-11 10:27:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00076081,A041,2025-03-11,2025-03-11 10:27:00,2025-03-11 10:38:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00076082,A041,2025-03-11,2025-03-11 10:38:00,2025-03-11 12:21:00,Offline Work,Training,,,1,1,SharePoint Tracker,103.0
ACT00076083,A041,2025-03-11,2025-03-11 12:21:00,2025-03-11 12:37:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00076084,A041,2025-03-11,2025-03-11 12:37:00,2025-03-11 12:52:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00076085,A041,2025-03-11,2025-03-11 12:52:00,2025-03-11 13:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,8.0
ACT00076086,A041,2025-03-11,2025-03-11 13:00:00,2025-03-11 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076087,A041,2025-03-11,2025-03-11 13:30:00,2025-03-11 14:01:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,31.0
ACT00076088,A041,2025-03-11,2025-03-11 14:04:00,2025-03-11 15:28:00,Offline Work,Training,,,1,1,SharePoint Tracker,84.0
ACT00076089,A041,2025-03-11,2025-03-11 15:28:00,2025-03-11 16:07:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,39.0
ACT00076090,A041,2025-03-11,2025-03-11 16:07:00,2025-03-11 16:36:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,29.0
ACT00076091,A041,2025-03-11,2025-03-11 16:36:00,2025-03-11 16:44:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,8.0
ACT00076092,A041,2025-03-11,2025-03-11 16:44:00,2025-03-11 16:58:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076093,A041,2025-03-11,2025-03-11 16:58:00,2025-03-11 17:12:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,14.0
ACT00076094,A041,2025-03-11,2025-03-11 17:12:00,2025-03-11 18:00:00,Offline Work,Training,,,1,1,SharePoint Tracker,48.0
ACT00076095,A041,2025-03-12,2025-03-12 09:00:00,2025-03-12 09:45:00,Offline Work,Email Support,,,1,1,Queue Manager,45.0
ACT00076096,A041,2025-03-12,2025-03-12 09:45:00,2025-03-12 10:16:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,31.0
ACT00076097,A041,2025-03-12,2025-03-12 10:16:00,2025-03-12 10:28:00,Offline Work,Break,,,0,1,Queue Manager,12.0
ACT00076098,A041,2025-03-12,2025-03-12 10:28:00,2025-03-12 10:44:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00076099,A041,2025-03-12,2025-03-12 10:44:00,2025-03-12 10:58:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,14.0
ACT00076100,A041,2025-03-12,2025-03-12 10:58:00,2025-03-12 11:01:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,3.0
ACT00076101,A041,2025-03-12,2025-03-12 11:01:00,2025-03-12 11:30:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,29.0
ACT00076102,A041,2025-03-12,2025-03-12 11:30:00,2025-03-12 13:00:00,Offline Work,Training,,,1,1,SharePoint Tracker,90.0
ACT00076103,A041,2025-03-12,2025-03-12 13:00:00,2025-03-12 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076104,A041,2025-03-12,2025-03-12 13:30:00,2025-03-12 14:07:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,37.0
ACT00076105,A041,2025-03-12,2025-03-12 14:07:00,2025-03-12 14:31:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,24.0
ACT00076106,A041,2025-03-12,2025-03-12 14:34:00,2025-03-12 14:59:00,Offline Work,Admin,,,1,1,SharePoint Tracker,25.0
ACT00076107,A041,2025-03-12,2025-03-12 14:59:00,2025-03-12 15:40:00,Offline Work,System Issue,,,0,1,IT Incident Log,41.0
ACT00076108,A041,2025-03-12,2025-03-12 15:40:00,2025-03-12 15:50:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,10.0
ACT00076109,A041,2025-03-12,2025-03-12 15:50:00,2025-03-12 15:57:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00076110,A041,2025-03-12,2025-03-12 15:57:00,2025-03-12 16:05:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,8.0
ACT00076111,A041,2025-03-12,2025-03-12 16:05:00,2025-03-12 16:19:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,14.0
ACT00076112,A041,2025-03-12,2025-03-12 16:19:00,2025-03-12 16:32:00,Offline Work,Break,,,0,1,Queue Manager,13.0
ACT00076113,A041,2025-03-12,2025-03-12 16:32:00,2025-03-12 16:40:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,8.0
ACT00076114,A041,2025-03-12,2025-03-12 16:41:00,2025-03-12 17:17:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,36.0
ACT00076115,A041,2025-03-12,2025-03-12 17:17:00,2025-03-12 17:45:00,Offline Work,Training,,,1,1,SharePoint Tracker,28.0
ACT00076116,A041,2025-03-13,2025-03-13 09:00:00,2025-03-13 09:15:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00076117,A041,2025-03-13,2025-03-13 09:16:00,2025-03-13 09:26:00,Offline Work,Break,,,0,1,Queue Manager,10.0
ACT00076118,A041,2025-03-13,2025-03-13 09:26:00,2025-03-13 09:44:00,Offline Work,Admin,,,1,1,SharePoint Tracker,18.0
ACT00076119,A041,2025-03-13,2025-03-13 09:46:00,2025-03-13 10:12:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,26.0
ACT00076120,A041,2025-03-13,2025-03-13 10:12:00,2025-03-13 10:27:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,15.0
ACT00076121,A041,2025-03-13,2025-03-13 10:27:00,2025-03-13 10:43:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00076122,A041,2025-03-13,2025-03-13 10:43:00,2025-03-13 10:58:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00076123,A041,2025-03-13,2025-03-13 10:58:00,2025-03-13 11:17:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,19.0
ACT00076124,A041,2025-03-13,2025-03-13 11:17:00,2025-03-13 11:30:00,Offline Work,Break,,,0,1,Queue Manager,13.0
ACT00076125,A041,2025-03-13,2025-03-13 11:30:00,2025-03-13 12:19:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,49.0
ACT00076126,A041,2025-03-13,2025-03-13 12:19:00,2025-03-13 12:25:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,6.0
ACT00076127,A041,2025-03-13,2025-03-13 12:27:00,2025-03-13 12:55:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,28.0
ACT00076128,A041,2025-03-13,2025-03-13 12:55:00,2025-03-13 13:00:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,5.0
ACT00076129,A041,2025-03-13,2025-03-13 13:00:00,2025-03-13 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076130,A041,2025-03-13,2025-03-13 13:30:00,2025-03-13 13:39:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00076131,A041,2025-03-13,2025-03-13 13:42:00,2025-03-13 13:55:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00076132,A041,2025-03-13,2025-03-13 13:55:00,2025-03-13 14:25:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,30.0
ACT00076133,A041,2025-03-13,2025-03-13 14:25:00,2025-03-13 14:45:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,20.0
ACT00076134,A041,2025-03-13,2025-03-13 14:45:00,2025-03-13 14:57:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,12.0
ACT00076135,A041,2025-03-13,2025-03-13 14:57:00,2025-03-13 15:09:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00076136,A041,2025-03-13,2025-03-13 15:10:00,2025-03-13 15:28:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,18.0
ACT00076137,A041,2025-03-13,2025-03-13 15:28:00,2025-03-13 15:41:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00076138,A041,2025-03-13,2025-03-13 15:41:00,2025-03-13 15:59:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00076139,A041,2025-03-13,2025-03-13 15:59:00,2025-03-13 16:11:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00076140,A041,2025-03-13,2025-03-13 16:11:00,2025-03-13 16:21:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,10.0
ACT00076141,A041,2025-03-13,2025-03-13 16:21:00,2025-03-13 16:41:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,20.0
ACT00076142,A041,2025-03-13,2025-03-13 16:41:00,2025-03-13 16:48:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00076143,A041,2025-03-13,2025-03-13 16:48:00,2025-03-13 17:01:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00076144,A041,2025-03-13,2025-03-13 17:01:00,2025-03-13 17:17:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,16.0
ACT00076145,A041,2025-03-13,2025-03-13 17:17:00,2025-03-13 17:47:00,Offline Work,Email Support,,,1,1,Queue Manager,30.0
ACT00076146,A041,2025-03-13,2025-03-13 17:50:00,2025-03-13 18:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,10.0
ACT00076147,A041,2025-03-14,2025-03-14 09:05:00,2025-03-14 09:10:00,Offline Work,Admin,,,1,1,SharePoint Tracker,5.0
ACT00076148,A041,2025-03-14,2025-03-14 09:10:00,2025-03-14 10:52:00,Offline Work,Training,,,1,1,SharePoint Tracker,102.0
ACT00076149,A041,2025-03-14,2025-03-14 10:54:00,2025-03-14 12:06:00,Offline Work,Training,,,1,1,SharePoint Tracker,72.0
ACT00076150,A041,2025-03-14,2025-03-14 12:06:00,2025-03-14 12:16:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,10.0
ACT00076151,A041,2025-03-14,2025-03-14 12:16:00,2025-03-14 12:59:00,Offline Work,Admin,,,1,1,SharePoint Tracker,43.0
ACT00076152,A041,2025-03-14,2025-03-14 12:59:00,2025-03-14 13:00:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,1.0
ACT00076153,A041,2025-03-14,2025-03-14 13:00:00,2025-03-14 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076154,A041,2025-03-14,2025-03-14 13:30:00,2025-03-14 13:42:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00076155,A041,2025-03-14,2025-03-14 13:42:00,2025-03-14 14:00:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,18.0
ACT00076156,A041,2025-03-14,2025-03-14 14:00:00,2025-03-14 14:14:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076157,A041,2025-03-14,2025-03-14 14:14:00,2025-03-14 14:29:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,15.0
ACT00076158,A041,2025-03-14,2025-03-14 14:29:00,2025-03-14 14:42:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,13.0
ACT00076159,A041,2025-03-14,2025-03-14 14:42:00,2025-03-14 14:54:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00076160,A041,2025-03-14,2025-03-14 14:55:00,2025-03-14 15:15:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,20.0
ACT00076161,A041,2025-03-14,2025-03-14 15:15:00,2025-03-14 15:29:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,14.0
ACT00076162,A041,2025-03-14,2025-03-14 15:29:00,2025-03-14 15:47:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,18.0
ACT00076163,A041,2025-03-14,2025-03-14 15:47:00,2025-03-14 15:56:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00076164,A041,2025-03-14,2025-03-14 15:56:00,2025-03-14 16:13:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00076165,A041,2025-03-14,2025-03-14 16:13:00,2025-03-14 16:27:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,14.0
ACT00076166,A041,2025-03-14,2025-03-14 16:27:00,2025-03-14 16:55:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,28.0
ACT00076167,A041,2025-03-14,2025-03-14 16:55:00,2025-03-14 17:13:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,18.0
ACT00076168,A041,2025-03-14,2025-03-14 17:13:00,2025-03-14 17:34:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,21.0
ACT00076169,A041,2025-03-14,2025-03-14 17:34:00,2025-03-14 17:51:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,17.0
ACT00076170,A041,2025-03-14,2025-03-14 17:51:00,2025-03-14 18:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,9.0
ACT00076171,A041,2025-03-17,2025-03-17 09:00:00,2025-03-17 09:13:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00076172,A041,2025-03-17,2025-03-17 09:13:00,2025-03-17 10:18:00,Offline Work,System Issue,,,0,1,IT Incident Log,65.0
ACT00076173,A041,2025-03-17,2025-03-17 10:18:00,2025-03-17 10:30:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,12.0
ACT00076174,A041,2025-03-17,2025-03-17 10:30:00,2025-03-17 11:03:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,33.0
ACT00076175,A041,2025-03-17,2025-03-17 11:03:00,2025-03-17 11:20:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00076176,A041,2025-03-17,2025-03-17 11:20:00,2025-03-17 11:29:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00076177,A041,2025-03-17,2025-03-17 11:29:00,2025-03-17 11:39:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,10.0
ACT00076178,A041,2025-03-17,2025-03-17 11:39:00,2025-03-17 11:57:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,18.0
ACT00076179,A041,2025-03-17,2025-03-17 12:00:00,2025-03-17 12:05:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,5.0
ACT00076180,A041,2025-03-17,2025-03-17 12:05:00,2025-03-17 12:17:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,12.0
ACT00076181,A041,2025-03-17,2025-03-17 12:18:00,2025-03-17 12:37:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,19.0
ACT00076182,A041,2025-03-17,2025-03-17 12:38:00,2025-03-17 12:50:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,12.0
ACT00076183,A041,2025-03-17,2025-03-17 12:50:00,2025-03-17 12:55:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,5.0
ACT00076184,A041,2025-03-17,2025-03-17 12:58:00,2025-03-17 13:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,2.0
ACT00076185,A041,2025-03-17,2025-03-17 13:00:00,2025-03-17 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076186,A041,2025-03-17,2025-03-17 13:30:00,2025-03-17 13:46:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,16.0
ACT00076187,A041,2025-03-17,2025-03-17 13:46:00,2025-03-17 13:59:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00076188,A041,2025-03-17,2025-03-17 13:59:00,2025-03-17 14:11:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00076189,A041,2025-03-17,2025-03-17 14:12:00,2025-03-17 14:55:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,43.0
ACT00076190,A041,2025-03-17,2025-03-17 14:55:00,2025-03-17 15:34:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,39.0
ACT00076191,A041,2025-03-17,2025-03-17 15:34:00,2025-03-17 15:54:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,20.0
ACT00076192,A041,2025-03-17,2025-03-17 15:54:00,2025-03-17 16:09:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,15.0
ACT00076193,A041,2025-03-17,2025-03-17 16:09:00,2025-03-17 16:23:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076194,A041,2025-03-17,2025-03-17 16:23:00,2025-03-17 16:42:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,19.0
ACT00076195,A041,2025-03-17,2025-03-17 16:42:00,2025-03-17 17:06:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,24.0
ACT00076196,A041,2025-03-17,2025-03-17 17:08:00,2025-03-17 17:18:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00076197,A041,2025-03-17,2025-03-17 17:18:00,2025-03-17 17:35:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00076198,A041,2025-03-17,2025-03-17 17:35:00,2025-03-17 17:54:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,19.0
ACT00076199,A041,2025-03-17,2025-03-17 17:54:00,2025-03-17 18:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,6.0
ACT00076200,A041,2025-03-18,2025-03-18 09:00:00,2025-03-18 09:06:00,Offline Work,Admin,,,1,1,SharePoint Tracker,6.0
ACT00076201,A041,2025-03-18,2025-03-18 09:06:00,2025-03-18 09:23:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00076202,A041,2025-03-18,2025-03-18 09:23:00,2025-03-18 09:37:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076203,A041,2025-03-18,2025-03-18 09:37:00,2025-03-18 09:56:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00076204,A041,2025-03-18,2025-03-18 09:56:00,2025-03-18 10:07:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00076205,A041,2025-03-18,2025-03-18 10:07:00,2025-03-18 10:17:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,10.0
ACT00076206,A041,2025-03-18,2025-03-18 10:17:00,2025-03-18 10:34:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00076207,A041,2025-03-18,2025-03-18 10:34:00,2025-03-18 10:40:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,6.0
ACT00076208,A041,2025-03-18,2025-03-18 10:40:00,2025-03-18 12:29:00,Offline Work,Training,,,1,1,SharePoint Tracker,109.0
ACT00076209,A041,2025-03-18,2025-03-18 12:30:00,2025-03-18 12:41:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00076210,A041,2025-03-18,2025-03-18 12:41:00,2025-03-18 12:55:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076211,A041,2025-03-18,2025-03-18 12:55:00,2025-03-18 13:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,5.0
ACT00076212,A041,2025-03-18,2025-03-18 13:00:00,2025-03-18 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076213,A041,2025-03-18,2025-03-18 13:30:00,2025-03-18 13:51:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,21.0
ACT00076214,A041,2025-03-18,2025-03-18 13:51:00,2025-03-18 14:45:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,54.0
ACT00076215,A041,2025-03-18,2025-03-18 14:45:00,2025-03-18 15:05:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,20.0
ACT00076216,A041,2025-03-18,2025-03-18 15:05:00,2025-03-18 15:18:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00076217,A041,2025-03-18,2025-03-18 15:18:00,2025-03-18 16:02:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,44.0
ACT00076218,A041,2025-03-18,2025-03-18 16:02:00,2025-03-18 16:11:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,9.0
ACT00076219,A041,2025-03-18,2025-03-18 16:11:00,2025-03-18 16:46:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,35.0
ACT00076220,A041,2025-03-18,2025-03-18 16:46:00,2025-03-18 17:04:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00076221,A041,2025-03-18,2025-03-18 17:04:00,2025-03-18 17:17:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00076222,A041,2025-03-18,2025-03-18 17:17:00,2025-03-18 17:37:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,20.0
ACT00076223,A041,2025-03-18,2025-03-18 17:39:00,2025-03-18 18:00:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,21.0
ACT00076224,A041,2025-03-19,2025-03-19 09:00:00,2025-03-19 09:08:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,8.0
ACT00076225,A041,2025-03-19,2025-03-19 09:08:00,2025-03-19 09:25:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00076226,A041,2025-03-19,2025-03-19 09:27:00,2025-03-19 09:31:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,4.0
ACT00076227,A041,2025-03-19,2025-03-19 09:31:00,2025-03-19 09:44:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00076228,A041,2025-03-19,2025-03-19 09:44:00,2025-03-19 09:57:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,13.0
ACT00076229,A041,2025-03-19,2025-03-19 09:57:00,2025-03-19 10:14:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00076230,A041,2025-03-19,2025-03-19 10:14:00,2025-03-19 10:30:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00076231,A041,2025-03-19,2025-03-19 10:30:00,2025-03-19 10:42:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,12.0
ACT00076232,A041,2025-03-19,2025-03-19 10:43:00,2025-03-19 11:18:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,35.0
ACT00076233,A041,2025-03-19,2025-03-19 11:18:00,2025-03-19 11:57:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,39.0
ACT00076234,A041,2025-03-19,2025-03-19 11:57:00,2025-03-19 12:40:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,43.0
ACT00076235,A041,2025-03-19,2025-03-19 12:40:00,2025-03-19 12:53:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,13.0
ACT00076236,A041,2025-03-19,2025-03-19 12:53:00,2025-03-19 13:00:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,7.0
ACT00076237,A041,2025-03-19,2025-03-19 13:00:00,2025-03-19 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076238,A041,2025-03-19,2025-03-19 13:30:00,2025-03-19 14:03:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,33.0
ACT00076239,A041,2025-03-19,2025-03-19 14:03:00,2025-03-19 14:20:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00076240,A041,2025-03-19,2025-03-19 14:20:00,2025-03-19 14:28:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00076241,A041,2025-03-19,2025-03-19 14:28:00,2025-03-19 14:39:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00076242,A041,2025-03-19,2025-03-19 14:39:00,2025-03-19 14:52:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00076243,A041,2025-03-19,2025-03-19 14:52:00,2025-03-19 15:03:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00076244,A041,2025-03-19,2025-03-19 15:03:00,2025-03-19 15:34:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,31.0
ACT00076245,A041,2025-03-19,2025-03-19 15:34:00,2025-03-19 15:49:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,15.0
ACT00076246,A041,2025-03-19,2025-03-19 15:49:00,2025-03-19 16:17:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,28.0
ACT00076247,A041,2025-03-19,2025-03-19 16:17:00,2025-03-19 16:39:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,22.0
